projectid,<nn>essay</nn>
ef2f3728629091d05613a155516d8bf5,<nnp>\n</nnp> <nnp>\nMy</nnp> <jj>third</jj> <nn>grade</nn> <nns>students</nns> <vbp>are</vbp> <jj>enthusiastic</jj> <nns>readers</nns> <cc>and</cc> <nns>writers</nns> <cc>and</cc> <rb>truly</rb> <vb>embrace</vb> <vbg>learning</vbg> <in>in</in> <det>the</det> <cd>21st</cd> <nn>century</nn> <pp>.</pp>
ef2f3728629091d05613a155516d8bf5,<nnp>Most</nnp> <vbp>do</vbp> <rb>not</rb> <vb>have</vb> <nn>access</nn> <to>to</to> <det>a</det> <nn>computer</nn> <cc>or</cc> <det>the</det> <nn>internet</nn> <in>so</in> <prp>they</prp> <vbp>love</vbp> <prps>our</prps> <nn>classroom</nn> <nn>website</nn> <cc>and</cc> <prps>their</prps> <nn>ability</nn> <to>to</to> <vb>be</vb> <vbn>connected</vbn> <in>at</in> <nn>school</nn> <pp>.</pp>
ef2f3728629091d05613a155516d8bf5,<prps>Our</prps> <nn>school</nn> <vbz>is</vbz> <rb>highly</rb> <vbn>impacted</vbn> <in>by</in> <nn>poverty</nn> <cc>and</cc> <cd>97</cd> <nn>%</nn> <in>of</in> <prps>my</prps> <nns>students</nns> <vbp>are</vbp> <jj>English</jj> <nn>Language</nn> <nns>learners</nns> <pp>.</pp>
ef2f3728629091d05613a155516d8bf5,<nnp>\n</nnp> <nnp>\nA</nnp> <nn>classroom</nn> <jj>digital</jj> <nn>camera</nn> <md>will</md> <vb>inspire</vb> <prps>my</prps> <nns>students</nns> <to>to</to> <vb>do</vb> <jjr>more</jjr> <in>than</in> <nn>access</nn> <prps>their</prps> <nn>website</nn> <pp>.</pp>
ef2f3728629091d05613a155516d8bf5,<prp>I</prp> <vbp>know</vbp> <prp>they</prp> <md>will</md> <vb>move</vb> <in>into</in> <vbg>making</vbg> <nns>videos</nns> <in>of</in> <det>the</det> <nns>performances</nns> <prp>we</prp> <vbp>do</vbp> <in>in</in> <vbg>Writing</vbg>
ef229a5e9080455e1a5abe3905a901e0,<ppl>``</ppl> <in>On</in> <nnp>May</nnp> <cd>22nd</cd> <prp>we</prp> <vbd>lived</vbd> <in>through</in> <det>an</det> <cd>EF5</cd> <nn>tornado</nn> <cc>and</cc> <rb>now</rb> <prp>we</prp> <vbp>are</vbp> <in>in</in> <det>the</det> <nn>process</nn> <in>of</in> <nn>building</nn> <prps>our</prps> <nn>school</nn> <cc>and</cc> <nn>community</nn> <rb>back</rb> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<prp>I</prp> <vbp>have</vbp> <vbn>been</vbn> <nn>teaching</nn> <in>for</in> <cd>25</cd> <nns>years</nns> <cc>and</cc> <prp>I</prp> <vbp>have</vbp> <vbn>been</vbn> <in>at</in> <det>the</det> <jj>same</jj> <nn>school</nn> <in>for</in> <det>the</det> <jj>past</jj> <cd>9</cd> <nn>year</nn> <nn>building</nn> <in>up</in> <prps>our</prps> <nn>inventory</nn> <in>of</in> <nns>instruments</nns> <cc>and</cc> <prp>we</prp> <vbd>lost</vbd> <nn>everything</nn> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<nnp>\n</nnp> <nnp>\nI</nnp> <vbp>teach</vbp> <nn>band</nn> <nns>grades</nns> <cd>9-12</cd> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<nnp>My</nnp> <nns>students</nns> <vbp>belong</vbp> <to>to</to> <det>a</det> <jj>low-income</jj> <nn>school</nn> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<in>At</in> <det>this</det> <nn>time</nn> <prp>we</prp> <vbp>have</vbp> <cd>62</cd> <nn>%</nn> <in>of</in> <det>the</det> <nn>student</nn> <nn>body</nn> <nn>population</nn> <vbn>displaced</vbn> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<prp>I</prp> <vbp>think</vbp> <in>that</in> <nn>music</nn> <vbz>is</vbz> <cd>one</cd> <in>of</in> <det>the</det> <nns>ways</nns> <in>that</in> <prp>we</prp> <md>can</md> <vb>get</vb> <prps>our</prps> <nns>students</nns> <rb>back</rb> <cc>and</cc> <jj>excited</jj> <in>about</in> <nn>school</nn> <cc>and</cc> <nn>building</nn> <prps>our</prps> <jj>new</jj> <nns>programs</nns> <to>to</to> <vb>help</vb> <vb>bring</vb> <prps>our</prps> <nn>community</nn> <rb>back</rb> <rb>together</rb> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<nnp>\n</nnp> <nnp>\nThese</nnp> <nn>cymbal</nn> <cc>and</cc> <nn>trap</nn> <nns>cases</nns> <md>will</md> <vb>help</vb> <det>the</det> <nns>students</nns> <vb>protect</vb> <prps>our</prps> <nn>equipment</nn> <rb>there</rb> <in>by</in> <vbg>extending</vbg> <det>the</det> <nn>life</nn> <nn>expectancy</nn> <in>of</in> <det>all</det> <in>of</in> <prps>their</prps> <nn>equipment</nn> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<in>With</in> <det>the</det> <jj>high</jj> <nns>prices</nns> <in>of</in> <nns>cymbals</nns> <det>this</det> <vbz>is</vbz> <det>a</det> <jj>very</jj> <jj>important</jj> <nn>aspect</nn> <in>of</in> <det>the</det> <nn>learning</nn> <nn>process</nn> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<prp>We</prp> <vbp>want</vbp> <to>to</to> <vb>assure</vb> <in>that</in> <det>all</det> <nn>future</nn> <nns>students</nns> <md>will</md> <vb>have</vb> <det>the</det> <jj>same</jj> <nn>chance</nn> <to>to</to> <vb>play</vb> <in>on</in> <jj>good</jj> <nn>equipment</nn> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<nnp>\n</nnp> <nnp>\nI</nnp> <vbp>believe</vbp> <in>that</in> <prp>it</prp> <vbz>is</vbz> <rb>very</rb> <jj>important</jj> <to>to</to> <vb>try</vb> <cc>and</cc> <vb>protect</vb> <det>all</det> <in>of</in> <prps>our</prps> <nn>equipment</nn> <in>so</in> <det>that</det> <nn>future</nn> <nns>students</nns> <md>will</md> <vb>have</vb> <det>the</det> <jj>same</jj> <nn>chance</nn> <to>to</to> <vb>perform</vb> <in>on</in> <jj>high</jj> <nn>quality</nn> <nns>cymbals</nns> <pp>.</pp>
ef229a5e9080455e1a5abe3905a901e0,<prp>It</prp> <md>should</md> <rb>not</rb> <nn>matter</nn> <in>if</in> <det>a</det> <nn>cymbal</nn> <vbz>is</vbz> <cd>1</cd> <nn>year</nn> <jj>old</jj> <cc>or</cc> <cd>10</cd> <nns>years</nns> <jj>old</jj>
ef127e6cfbecf70157d7b645cbdd3dcf,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>5</cd> <jj>extra</jj> <jj>durable</jj> <nns>basketballs</nns> <in>for</in> <jj>everyday</jj> <nn>use</nn>
eefd0482635dc4d5d09362070a7c4773,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <nn>fun</nn> <nn>building</nn> <nns>blocks</nns> <in>with</in> <det>a</det> <nn>storage</nn> <nn>cabinet</nn> <in>for</in> <nn>choice</nn> <nn>time</nn> <to>to</to> <vb>help</vb> <vb>build</vb> <prps>their</prps> <nn>creativity</nn> <pp>.</pp>
eef89e5e0aa882795d044edcb96f5bd7,<nns>shapes</nns> <nns>cubes</nns>
eef7d091a131480f7a835acb2557c76b,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <cd>6</cd> <nn>listening</nn> <nn>center</nn> <nns>kits</nns> <cc>and</cc> <vb>write</vb> <cc>and</cc> <vb>wipe</vb> <nns>markers</nns> <to>to</to> <vb>use</vb> <in>in</in> <prps>our</prps> <nn>classroom</nn> <pp>.</pp>
eef3a6cd11ba841fafe6ea5922d872f8,<wrb>where</wrb> <prp>I</prp> <vbp>treat</vbp> <det>each</det> <nn>student</nn> <in>as</in> <det>an</det> <nn>artist</nn> <cc>and</cc> <prps>my</prps> <nn>art</nn> <nn>room</nn> <in>as</in> <prps>their</prps> <nn>artist</nn> <pos>'s</pos> <nn>studio</nn> <pp>.</pp>
eef3a6cd11ba841fafe6ea5922d872f8,<prp>I</prp> <vbp>do</vbp> <vb>take</vb> <nn>time</nn>
eeea6ff13118d65310c9499995b48da6,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <nnp>Ipads</nnp> <in>because</in> <vbg>learning</vbg> <det>a</det> <jj>second</jj> <nn>language</nn> <in>through</in> <nn>technology</nn> <vbz>is</vbz> <jj>effective</jj> <cc>and</cc> <jj>engaging</jj> <pp>.</pp>
eedf87bb37e09a8c2d58306a1f54d890,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>rug</nn> <in>for</in> <prps>our</prps> <nn>reading</nn> <nn>center</nn> <pp>.</pp>
eedf65c3eea740ac977eca81881c6c37,<ppl>``</ppl> <nn>History</nn> <vbz>is</vbz> <det>a</det> <nn>story</nn> <nn>waiting</nn> <to>to</to> <vb>be</vb> <vbn>told</vbn> <pp>.</pp>
eedf65c3eea740ac977eca81881c6c37,<nn>Help</nn> <det>each</det> <in>of</in> <prps>my</prps> <nns>students</nns> <nn>share</nn> <nn>one</nn> <in>of</in> <det>those</det> <nns>stories</nns> <in>with</in> <prps>their</prps> <nns>classmates</nns> <pp>.</pp>
eedf65c3eea740ac977eca81881c6c37,<nnp>\n</nnp> <nnp>\nMy</nnp> <jj>fifth</jj> <nns>graders</nns> <vbp>attend</vbp> <det>a</det> <jj>rural</jj> <nnp>K</nnp> <pps>-</pps> <cd>8</cd> <nn>school</nn> <in>with</in> <det>an</det> <nn>enrollment</nn> <in>of</in> <in>about</in> <cd>400</cd> <nns>students</nns> <pp>.</pp>
eedf65c3eea740ac977eca81881c6c37,<prp>We</prp> <vbp>have</vbp> <det>a</det> <jj>diverse</jj> <jj>economic</jj> <nn>population</nn> <in>within</in> <prps>our</prps> <nn>school</nn> <pp>.</pp>
eedf65c3eea740ac977eca81881c6c37,<rb>However</rb>
eed2db73d5e9b5521ffb84ab0b94c50d,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <nns>wireless</nns> <nns>mice</nns> <to>to</to> <vb>go</vb> <in>along</in> <in>with</in> <prps>their</prps> <nns>chromebooks</nns> <pp>.</pp>
eed2c0c0c21304e658cc450d8f502710,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <jjr>more</jjr> <nn>technology</nn> <in>in</in> <prps>our</prps> <nn>classroom</nn> <cc>and</cc> <md>would</md> <rb>very</rb> <jj>much</jj> <vbp>appreciate</vbp> <det>a</det> <nn>computer</nn> <nn>tablet</nn> <pp>.</pp>
eec976cd7aa140c90c5fedf289006394,<ppl>``</ppl> <nnp>Data</nnp> <nn>collection</nn> <vbz>is</vbz> <in>in</in> <jj>integral</jj> <nn>job</nn> <in>of</in> <nns>scientists</nns> <pp>.</pp>
eec976cd7aa140c90c5fedf289006394,<prps>Our</prps> <jj>junior</jj> <nns>scientists</nns> <vbp>need</vbp> <prps>your</prps> <nn>help</nn> <to>to</to> <vb>provide</vb> <prp>them</prp> <in>with</in> <nns>clipboards</nns> <to>to</to> <vb>help</vb> <prp>them</prp> <vbp>collect</vbp> <prps>their</prps> <jj>scientific</jj> <nns>data</nns> <pp>.</pp>
eec976cd7aa140c90c5fedf289006394,<nn>Help</nn> <to>to</to> <vb>create</vb> <det>the</det> <nns>scientists</nns> <in>of</in> <nn>tomorrow</nn> <pp>!</pp>
eec976cd7aa140c90c5fedf289006394,<nnp>\n</nnp> <nnp>\nWe</nnp> <nn>love</nn> <to>to</to> <nn>experiment</nn> <pp>!</pp>
eec976cd7aa140c90c5fedf289006394,<rb>However</rb>
ee8ef47f0523ff69fa5c0d5c01d0a13e,<ppl>``</ppl> <det>Every</det> <nn>band</nn> <vbz>needs</vbz> <det>a</det> <nn>bass</nn> <nn>player</nn> <pp>.</pp>
ee8ef47f0523ff69fa5c0d5c01d0a13e,<det>This</det> <nn>year</nn> <vbg>Making</vbg> <nns>Waves</nns> <nnp>Academy</nnp> <md>will</md> <vb>have</vb> <det>a</det> <nn>music</nn> <nn>program</nn> <in>for</in> <det>the</det> <jj>first</jj> <nn>time</nn> <in>in</in> <prps>its</prps> <cd>three</cd> <nn>year</nn> <nn>history</nn> <pp>.</pp>
ee8ef47f0523ff69fa5c0d5c01d0a13e,<cd>One</cd> <in>of</in> <det>the</det> <jj>essential</jj> <nns>instruments</nns> <in>that</in> <prp>we</prp> <vbp>are</vbp> <vbg>seeking</vbg> <in>for</in> <prps>our</prps> <jj>upcoming</jj> <nn>school</nn> <nn>band</nn> <vbz>is</vbz> <det>an</det> <jj>electric</jj> <nn>bass</nn> <pp>.</pp>
ee8ef47f0523ff69fa5c0d5c01d0a13e,<nnp>\n</nnp> <nnp>\nMaking</nnp> <nns>Waves</nns> <nnp>Academy</nnp> <vbz>is</vbz> <det>a</det> <jj>new</jj> <nn>public</nn> <nn>charter</nn> <nn>middle</nn> <nn>school</nn> <vbn>located</vbn> <in>in</in> <det>the</det> <in>under</in> <vbn>served</vbn> <nn>community</nn> <in>of</in> <nnp>Richmond</nnp>
ee859a903cd53d92b931a8273b047d09,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>an</det> <jj>electronic</jj> <nn>tablet</nn> <in>so</in> <prp>they</prp> <md>can</md> <vb>access</vb> <det>a</det> <jjr>wider</jjr> <nn>range</nn> <in>of</in> <nns>books</nns> <in>from</in> <det>the</det> <jj>local</jj> <nn>library</nn> <cc>and</cc> <nn>scholastic</nn> <nns>books</nns> <in>through</in> <prps>its</prps> <nnp>WIFI</nnp> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<ppl>``</ppl> <det>The</det> <jjs>most</jjs> <jj>exciting</jj> <nn>phrase</nn> <to>to</to> <vb>hear</vb> <in>in</in> <nn>science</nn> <vbz>is</vbz> <rb>not</rb> <ppl>`</ppl> <nnp>Eureka</nnp> <pp>!</pp> <ppr>'</ppr> <cc>but</cc> <ppl>`</ppl> <det>That</det> <vbz>'s</vbz> <jj>funny</jj> <pp>.</pp> <ppl>`</ppl> <nnp>Isaac</nnp> <nnp>Asimov</nnp> <vbd>stated</vbd> <cc>and</cc> <prps>my</prps> <nns>students</nns> <vbp>enjoy</vbp> <vbg>applying</vbg> <det>this</det> <nn>phrase</nn> <det>each</det> <nn>day</nn> <in>in</in> <nn>science</nn> <nn>class</nn> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<det>This</det> <vbz>is</vbz> <det>the</det> <jj>first</jj> <nn>year</nn> <prps>my</prps> <cd>3rd</cd> <nns>graders</nns> <vbp>have</vbp> <vbn>had</vbn> <nn>science</nn> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<prp>I</prp> <vbp>am</vbp> <vbg>reaching</vbg> <prps>my</prps> <nns>kids</nns> <jj>potential</jj> <in>through</in> <det>the</det> <nn>application</nn> <in>of</in> <nn>science</nn> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<nnp>\n</nnp> <nnp>\nMy</nnp> <nn>classroom</nn> <in>of</in> <nns>learners</nns> <vbp>attend</vbp> <det>a</det> <nn>charter</nn> <nn>school</nn> <vbn>located</vbn> <in>in</in> <det>a</det> <jj>low</jj> <nn>income</nn> <nn>area</nn> <in>in</in> <nnp>Arizona</nnp> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<nnp>My</nnp> <nn>population</nn> <vbz>consists</vbz> <in>of</in> <cd>30</cd> <nns>students</nns> <vbg>ranging</vbg> <in>from</in> <rb>severely</rb> <in>below</in> <nn>grade</nn> <nn>level</nn> <to>to</to> <nns>students</nns> <vbg>working</vbg> <cd>two</cd> <nns>years</nns> <in>above</in> <nn>grade</nn> <nn>level</nn> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<prp>It</prp> <vbz>is</vbz> <det>a</det> <jj>high</jj> <nns>needs</nns> <nn>school</nn> <in>with</in> <in>around</in> <cd>ninety</cd> <nn>percent</nn> <in>of</in> <det>the</det> <nn>population</nn> <vbd>identified</vbd> <in>as</in> <jj>free</jj> <cc>and</cc> <jj>reduced</jj> <vbn>based</vbn> <in>on</in> <jj>socio-economic</jj> <nns>levels</nns> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<det>The</det> <nns>students</nns> <vbp>are</vbp> <rb>very</rb> <jj>eager</jj> <cc>and</cc> <jj>active</jj> <nns>learners</nns> <wp>who</wp> <vbp>love</vbp> <to>to</to> <vb>apply</vb> <prps>their</prps> <nn>knowledge</nn> <cc>and</cc> <nn>understanding</nn> <in>through</in> <nns>hands</nns> <in>on</in> <nns>experiences</nns> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<nnp>\n</nnp> <nnp>\nScience</nnp> <vbz>is</vbz> <det>an</det> <nn>area</nn> <wdt>which</wdt> <jj>many</jj> <jj>early</jj> <nn>childhood</nn> <nns>teachers</nns> <vbp>avoid</vbp> <in>because</in> <prp>it</prp> <vbz>is</vbz> <rb>not</rb> <det>a</det> <vbn>tested</vbn> <nn>area</nn> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<det>This</det> <nn>year</nn> <vbz>is</vbz> <det>the</det> <jj>first</jj> <nn>year</nn> <in>that</in> <prps>my</prps> <nns>students</nns> <vbp>have</vbp> <vbn>been</vbn> <vbn>given</vbn> <det>the</det> <nn>opportunity</nn> <to>to</to> <vb>learn</vb> <nn>science</nn> <pp>.</pp>
ee7a96bff81bd637d51b0e8e0a89797c,<prp>I</prp> <vbp>provide</vbp> <nns>experiences</nns> <in>for</in> <prps>my</prps> <nns>students</nns> <to>to</to> <vb>learn</vb> <in>about</in> <jj>scientific</jj> <nns>concepts</nns> <in>through</in> <nn>inquiry</nn>
ee6baa343ef8ee77d9c71b075058b9d9,<prp>I</prp> <md>would</md> <vb>love</vb> <in>for</in> <prps>my</prps> <nns>students</nns> <to>to</to> <vb>be</vb> <jj>able</jj> <to>to</to> <vb>take</vb> <prps>their</prps> <jj>interactive</jj> <nn>language</nn> <nns>arts</nns> <nns>notebooks</nns> <in>with</in> <prp>them</prp> <to>to</to> <vb>use</vb> <in>as</in> <det>a</det> <nn>resource</nn> <pp>.</pp>
ee6baa343ef8ee77d9c71b075058b9d9,<prps>Their</prps> <nns>notebooks</nns> <md>will</md> <vb>have</vb> <jj>interactive</jj> <pp>.</pp> <ppr>''</ppr>
ee684c507eb5e1f8884404605d6247ed,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <cd>14</cd> <nn>math</nn> <nns>manipulatives</nns>
ee671bfb8615c9d4220e4eaa72de8713,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>class</nn> <nn>camera</nn> <cc>and</cc> <det>a</det> <nn>photo</nn> <nn>printer</nn> <pp>.</pp>
ee386e7c2176885cb66807117800ac90,<in>in</in> <det>a</det> <jj>new</jj> <nn>building</nn> <in>with</in> <jj>new</jj> <nns>students</nns> <in>for</in> <det>a</det> <nn>brand</nn> <jj>new</jj> <nn>year</nn> <pp>!</pp>
ee386e7c2176885cb66807117800ac90,<prp>We</prp> <vbp>make</vbp> <det>this</det> <nn>journey</nn> <rb>together</rb> <vbg>using</vbg> <cd>21st</cd> <nn>century</nn> <nn>technology</nn> <nns>tools</nns> <in>that</in> <nn>will</nn> <pp>.</pp> <ppr>''</ppr>
ee3541598e0ae633724098091290f30b,<prps>my</prps> <nns>students</nns> <pp>.</pp> <ppr>''</ppr>
ee324f59a004ace512b5c65ef775efdd,<to>to</to> <vb>cover</vb> <nns>books</nns>
ee2e4b05c12e4390d8e59d216de62993,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>Tic-Tac-Toe</nn> <nn>Reading</nn> <nn>Game</nn> <nn>Set</nn>
ee27202b0d97cc0e7a47c9e941895def,<cc>but</cc> <nn>.</nn> <ppr>''</ppr>
ee23e3efd24c86d9483c6b27593b452e,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>document</nn> <nn>camera</nn> <cc>and</cc> <nns>markers</nns> <pp>.</pp>
ee1aef9f81d947322ae5f79050e4ef1b,<cc>and</cc> <vbg>telling</vbg> <det>the</det> <nn>teacher</nn> <prp>you</prp> <vbd>were</vbd> <vbn>done</vbn> <pp>?</pp>
ee1aef9f81d947322ae5f79050e4ef1b,<wp>What</wp> <in>if</in> <det>this</det> <jj>amazing</jj> <nn>feeling</nn> <vbd>was</vbd> <vbn>followed</vbn> <in>by</in> <det>a</det> <nn>look</nn> <in>of</in> <nn>panic</nn> <in>on</in> <prps>your</prps> <pp>.</pp> <ppr>''</ppr>
ee1748039dc771d8afa424346527ec89,<vbz>is</vbz> <jj>difficult</jj> <pp>.</pp>
ee1748039dc771d8afa424346527ec89,<prp>I</prp> <vbp>feel</vbp> <in>like</in> <vbg>using</vbg> <det>the</det> <nn>book</nn> <ppl>``</ppl> <ppl>``</ppl> <nnp>Patty</nnp> <nnp>Paper</nnp> <nn>Geometry</nn> <ppr>''</ppr> <ppr>''</ppr> <md>will</md> <vb>help</vb> <det>the</det> <nns>students</nns> <vbp>see</vbp> <det>the</det> <ppl>``</ppl> <ppl>``</ppl> <wrb>why</wrb> <nn>''</nn> <ppr>''</ppr> <in>of</in> <nn>geometry</nn> <pp>.</pp> <ppr>''</ppr>
ee094ec561514a34f50c2fc3bc944333,<cc>and</cc> <jj>post-it</jj> <nns>notes</nns> <md>will</md> <rb>greatly</rb> <vb>help</vb> <prp>us</prp> <vbp>reach</vbp> <prps>our</prps> <nns>goals</nns> <pp>.</pp>
ee094ec561514a34f50c2fc3bc944333,<cd>98</cd> <nn>%</nn> <in>of</in> <det>the</det> <nns>students</nns> <vbp>qualify</vbp> <in>for</in> <pp>.</pp> <ppr>''</ppr>
ee086d508a5e1c6187a270c1bd38615d,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <det>a</det> <nn>document</nn> <nn>camera</nn> <cc>and</cc> <nn>projector</nn> <in>in</in> <prps>their</prps> <nn>science</nn> <nn>lab</nn> <nn>classroom</nn> <pp>.</pp>
ee06df6d550d6da6b69c21e1413590e0,<nn>phone</nn>
ee04c46d3ec9cdad6e90544305e27229,<nnp>My</nnp> <nns>students</nns> <vbp>need</vbp> <nns>games</nns> <cc>and</cc> <nns>materials</nns> <to>to</to> <vb>support</vb> <prps>our</prps> <jj>rigorous</jj> <nns>phonics</nns> <nn>instruction</nn> <pp>.</pp>
ee04c46d3ec9cdad6e90544305e27229,<det>These</det> <nns>games</nns> <vbp>need</vbp> <to>to</to> <vb>be</vb> <jj>hands-on</jj> <cc>and</cc> <vb>have</vb> <det>a</det> <nn>high-engagement</nn> <nn>level</nn> <pp>.</pp>
edfb4fe6c7a02414e9f401fb1a338d77,<nn>math</nn>
edf52c14637d182f8ab895c7fe850096,<nns>shapes</nns> <in>on</in> <det>the</det> <nn>door</nn>
edeab356aad421d3acb1436d16323954,<cc>and</cc> <nn>student</nn> <nn>decimal</nn> <nns>boards</nns> <in>in</in> <jj>whole</jj> <nn>group</nn> <nn>instruction</nn>
edddebd3973ac61a06f5b4ae3bc715b5,<ppl>``</ppl> <prp>I</prp> <vbp>want</vbp> <to>to</to> <vb>inspire</vb> <cc>and</cc> <nn>share</nn> <prps>my</prps> <nn>passion</nn> <in>of</in> <nn>music</nn> <in>with</in> <prps>my</prps> <nns>students</nns> <pp>.</pp>
edddebd3973ac61a06f5b4ae3bc715b5,<in>As</in> <det>a</det> <jj>sixth</jj> <nn>grade</nn> <nn>teacher</nn> <prp>I</prp> <vbp>have</vbp> <rb>always</rb> <vbn>envisioned</vbn> <det>a</det> <nn>music</nn> <nn>program</nn> <wrb>where</wrb> <nns>students</nns> <vbp>learn</vbp> <nns>instruments</nns> <cc>and</cc> <vb>explore</vb> <prps>their</prps> <nn>creativity</nn> <in>while</in> <jj>inspiring</jj> <prp>them</prp> <cc>and</cc> <nn>building</nn> <prps>their</prps> <nn>self-esteem</nn> <pp>.</pp>
edddebd3973ac61a06f5b4ae3bc715b5,<nnp>\n</nnp> <nnp>\nI</nnp> <vbp>teach</vbp> <in>in</in> <det>a</det> <jj>very</jj> <nn>low-income</nn> <nn>area</nn> <wrb>where</wrb> <nns>students</nns> <vbp>have</vbp> <det>a</det> <jj>very</jj> <jj>limited</jj> <nn>access</nn> <to>to</to> <jj>musical</jj> <nns>instruments</nns> <cc>and</cc> <nn>music</nn> <nn>instruction</nn> <pp>.</pp>
edddebd3973ac61a06f5b4ae3bc715b5,<cd>Two</cd> <nns>years</nns> <in>ago</in> <prp>I</prp> <vbd>started</vbd> <det>a</det> <nn>guitar</nn> <nn>class</nn> <in>with</in> <nn>ten</nn> <in>of</in> <prps>my</prps> <nns>students</nns> <in>as</in> <nn>part</nn> <in>of</in> <det>the</det> <nnp>Little</nnp> <nnp>Kids</nnp> <nnp>Rock</nnp> <nnp>Program</nnp> <pp>.</pp>
edddebd3973ac61a06f5b4ae3bc715b5,<det>This</det> <nn>class</nn> <vbz>has</vbz> <vbn>become</vbn> <rb>very</rb> <jj>popular</jj> <in>among</in> <nns>students</nns> <cc>and</cc> <prp>I</prp> <vbp>have</vbp> <vbn>received</vbn> <jj>many</jj> <nns>requests</nns> <in>from</in> <nns>students</nns> <in>of</in> <jj>different</jj> <nn>grade</nn> <nns>levels</nns> <vbg>wanting</vbg> <to>to</to> <vb>be</vb> <nn>part</nn> <in>of</in> <det>this</det> <jj>special</jj> <nn>class</nn> <pp>.</pp>
edddebd3973ac61a06f5b4ae3bc715b5,<nnp>Due</nnp> <to>to</to> <det>the</det> <jj>limited</jj> <nn>amount</nn> <in>of</in> <nns>instruments</nns> <prp>I</prp> <vbp>am</vbp> <jj>unable</jj> <to>to</to> <vb>provide</vb> <jjr>more</jjr> <nns>students</nns> <in>with</in> <det>the</det> <nn>opportunity</nn> <to>to</to> <vb>learn</vb> <wrb>how</wrb> <to>to</to> <vb>play</vb> <det>the</det> <nn>guitar</nn> <cc>and</cc> <nn>use</nn> <prps>their</prps> <jj>creative</jj> <nn>energy</nn> <to>to</to> <vb>create</vb> <nns>songs</nns> <pp>.</pp>
edddebd3973ac61a06f5b4ae3bc715b5,<nnp>My</nnp> <jj>main</jj> <nns>objectives</nns> <in>for</in> <det>this</det> <nn>program</nn> <vbp>are</vbp> <to>to</to> <vb>provide</vb> <nns>students</nns> <in>with</in> <jj>musical</jj> <nns>skills</nns> <in>that</in> <vbp>are</vbp> <jj>transferable</jj> <to>to</to> <det>any</det> <jj>musical</jj> <nn>instrument</nn>
eddd1d175f5ed34d77f8fe0316ae1f10,<nn>reading</nn>
edca9932ad8ca27c6a96803cc742a2e8,<ppl>``</ppl> <prps>My</prps> <nns>students</nns> <vbp>are</vbp> <vbg>working</vbg> <in>towards</in> <det>the</det> <nn>goal</nn> <in>of</in> <vbg>becoming</vbg> <jjr>better</jjr> <det>all</det> <in>around</in> <nns>musicians</nns> <cc>and</cc> <prp>they</prp> <vbp>need</vbp> <jj>new</jj> <nns>reeds</nns> <to>to</to> <vb>give</vb> <prp>them</prp> <det>the</det> <jjs>best</jjs> <nn>chance</nn> <jj>possible</jj> <to>to</to> <vb>succeed</vb> <pp>.</pp>
edca9932ad8ca27c6a96803cc742a2e8,<prp>We</prp> <vbp>have</vbp> <rb>nearly</rb> <cd>130</cd> <nns>students</nns> <cc>and</cc> <rb>sometimes</rb> <vbg>buying</vbg> <nns>reeds</nns> <in>for</in> <prp>themselves</prp> <vbz>is</vbz> <rb>not</rb> <in>in</in> <prps>their</prps> <nns>families</nns> <nn>budget</nn> <pp>.</pp>
